id,book_id,author,title,average_rating,ratings_count,primary_genre,secondary_genre,tertiary_genre
7191,9528186,Lambert M. Surhone,Pretty Little Liars (TV Series),4.46,11643,Young Adult,Mystery,Contemporary
7192,10429037,Sara Shepard,"Ruthless (Pretty Little Liars, #10)",3.93,16885,Mystery,Young Adult,Fiction
7193,18667976,Beatriz Williams,The Secret Life of Violet Grant,3.97,12825,Historical,Historical Fiction,Fiction
7194,16087857,Shayla Black,"Wicked Ties (Wicked Lovers, #1)",3.97,22097,Adult Fiction,Erotica,Romance
7195,47878,Jenny Nimmo,"Charlie Bone and the Beast (The Children of the Red King, #6)",3.93,16397,Fantasy,Young Adult,Childrens
7196,27406436,Vi Keeland,The Baller: A Down and Dirty Football Novel,4.13,17375,Romance,Sports,Sports
7197,22055280,Brian Staveley,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",4.16,11629,Fantasy,Fantasy,Epic Fantasy
7198,51985,Jean-Paul Sartre,Existentialism Is a Humanism,3.96,12493,Philosophy,Nonfiction,Cultural
7199,15451058,Gloria Steinem,My Life on the Road,4.08,15997,Nonfiction,Feminism,Autobiography
7200,7696135,Scott Belsky,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,3.94,13229,Business,Nonfiction,Productivity
7201,6609864,Lauren Conrad,"Sweet Little Lies (L.A. Candy, #2)",3.53,14901,Young Adult,Womens Fiction,Chick Lit
7202,17830559,Katy Evans,"Remy (Real, #3)",4.31,25386,Romance,New Adult,Warfare
7203,11227043,Kristen Ashley,"Rock Chick Revenge (Rock Chick, #5)",4.5,26940,Romance,Romance,Contemporary Romance
7204,342994,Hans Christian Andersen,The Little Match Girl,4.08,16478,Classics,Childrens,Childrens
7205,95643,Rory Stewart,The Places in Between,3.88,11445,Travel,Nonfiction,Autobiography
7206,24611454,Nora Roberts,"Stars of Fortune (The Guardians Trilogy, #1)",4,12822,Romance,Fantasy,Fantasy
7207,13425393,Justin Halpern,I Suck at Girls,3.79,12554,Humor,Nonfiction,Autobiography
7208,16342,Agatha Christie,"Cat Among the Pigeons (Hercule Poirot, #32)",3.82,17221,Mystery,Fiction,Mystery
7209,18730321,Edward Rutherfurd,Paris,3.95,8441,Thriller,Fiction,Mystery
7210,26530372,Guy de Maupassant,The Necklace and Other Short Stories,3.94,11688,Short Stories,Classics,Fiction
7211,84786,Michael Connelly,Void Moon,3.95,14090,Mystery,Fiction,Mystery
7212,34057,Rudyard Kipling,Captains Courageous,3.88,14823,Classics,Fiction,Adventure
7213,168571,John Sandford,"Shadow Prey (Lucas Davenport, #2)",3.99,14690,Mystery,Fiction,Thriller
7214,31333,Anne Rice,Violin,3.26,14911,Mystery,Fiction,Thriller
7215,29243722,Sharon Guskin,The Forgetting Time,3.79,8457,Fiction,Mystery,Contemporary
7216,809849,Rod Campbell,Dear Zoo: A Lift-the-Flap Book,4.25,16432,Childrens,Picture Books,Childrens
7217,13618,Tsugumi Ohba,"Death Note, Vol. 3: Hard Run (Death Note, #3)",4.42,18012,Sequential Art,Manga,Sequential Art
7218,11309018,John Flanagan,"The Lost Stories (Ranger's Apprentice, #11)",4.27,15816,Fantasy,Young Adult,Adventure
7219,15738951,Lee Child,"Deep Down (Jack Reacher, #16.5)",3.87,9916,Fiction,Thriller,Mystery
7220,10947600,Hannah Harrington,Saving June,3.97,14867,Young Adult,Contemporary,Romance
7221,23398806,M.J. Arlidge,"Eeny Meeny (Helen Grace, #1)",3.88,8498,Thriller,Mystery,Crime
7222,15513156,Anna Banks,"Of Triton (The Syrena Legacy, #2)",4,19216,Fantasy,Young Adult,Romance
7223,7830126,Dean Koontz,What the Night Knows,3.74,13873,Horror,Fiction,Thriller
7224,16174197,Kitty French,"Knight & Play (Knight, #1)",4.04,24297,Sequential Art,Comics,Sequential Art
7225,18405221,Anthony  Ryan,"Queen of Fire (Raven's Shadow, #3)",3.64,11985,Fantasy,Fantasy,Epic Fantasy
7226,404223,Stephen R. Donaldson,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",3.96,14549,Fantasy,Fiction,Science Fiction Fantasy
7227,249042,William Styron,Darkness Visible: A Memoir of Madness,4.04,13396,Nonfiction,Psychology,Autobiography
7228,13057939,Vaddey Ratner,In the Shadow of the Banyan,4.04,12946,Historical,Historical Fiction,Fiction
7229,9858488,Jack Gantos,Dead End in Norvelt,3.72,15877,Historical,Historical Fiction,Young Adult
7230,6611038,Jennifer Estep,"Spider's Bite (Elemental Assassin, #1)",3.87,24192,Fantasy,Urban Fantasy,Fantasy
7231,123845,Ralph Waldo Emerson,Self-Reliance and Other Essays,4.14,14484,Philosophy,Classics,Nonfiction
7232,70241,J.G. Ballard,Crash,3.58,13217,Science Fiction,Fiction,Science Fiction
7233,769016,Adele Faber,How to Talk So Kids Will Listen & Listen So Kids Will Talk,4.24,10931,Parenting,Nonfiction,Psychology
7234,294951,Joseph Stein,Fiddler on the Roof,4.2,14049,Plays,Classics,Plays
7235,17607848,Sylvia Day,"Afterburn (Jax & Gia, #1)",3.97,17821,Romance,Adult Fiction,Erotica
7236,7926,Sydney Taylor,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",4.23,18383,Historical,Historical Fiction,Childrens
7237,22668803,Daniel Suarez,Influx,3.91,6938,Science Fiction,Fiction,Thriller
7238,15560,Terry Brooks,"Ilse Witch (Voyage of the Jerle Shannara, #1)",3.95,14386,Fantasy,Fiction,Fantasy
7239,95420,Katharine Graham,Personal History,4.13,13714,Biography,Nonfiction,Autobiography
7240,27824826,Jane Harper,"The Dry (Aaron Falk, #1)",4.07,19843,Mystery,Fiction,Thriller
7241,40320,Janet Evanovich,Full House (Full #1),3.63,17813,Romance,Mystery,Womens Fiction
7242,291,Kahlil Gibran,The Broken Wings,3.93,5611,Classics,Poetry,Fiction
7243,14889780,Douglas Preston,"Two Graves (Pendergast, #12)",4.03,12164,Mystery,Thriller,Fiction
7244,13109291,Robin Hobb,"Blood of Dragons (Rain Wild Chronicles, #4)",4.12,12165,Fantasy,Fiction,Fantasy
7245,539904,Cornelius Ryan,A Bridge Too Far,4.24,13676,History,Nonfiction,War
7246,87220,Jerry Spinelli,Loser,3.72,15079,Fiction,Realistic Fiction,Young Adult
7247,498835,Kate Mosse,"Sepulchre (Languedoc, #2)",3.73,13368,Historical,Historical Fiction,Fiction
7248,7778609,Richard Kadrey,"Kill the Dead (Sandman Slim, #2)",4.06,13583,Fantasy,Urban Fantasy,Fantasy
7249,100247,Rolf Potts,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,3.92,13128,Travel,Nonfiction,Philosophy
7250,12383252,Laurell K. Hamilton,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",3.79,18225,Fantasy,Urban Fantasy,Fantasy
7251,10775,Ernest Hemingway,The Garden of Eden,3.74,12948,Classics,Fiction,Literature
7252,1333030,Maya Banks,"Sweet Surrender (Sweet, #1)",3.99,20856,Romance,Adult Fiction,Erotica
7253,22875,Stephen R. Donaldson,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",3.96,13812,Fantasy,Childrens,Classics
7254,24816,Bill Watterson,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,4.71,14113,Sequential Art,Comics,Humor
7255,17190226,J.C. Reed,"Surrender Your Love (Surrender Your Love, #1)",3.91,20398,Romance,Romance,Contemporary Romance
7256,17699389,Matthew Mather,CyberStorm,3.75,6028,Fiction,Science Fiction,Thriller
7257,24476,Chuck Klosterman,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,3.8,11376,Music,Nonfiction,Autobiography
7259,6818019,Nujood Ali,"I Am Nujood, Age 10 and Divorced",3.79,13607,Nonfiction,Autobiography,Memoir
7260,43798,Anne Rice,The Feast of All Saints,3.83,15221,Fiction,Historical,Historical Fiction
7261,18453074,Joshua Ferris,To Rise Again at a Decent Hour,3.08,10270,Fiction,Contemporary,Literary Fiction
7262,150720,David Auburn,Proof,4.01,13777,Womens Fiction,Chick Lit,Fiction
7263,121581,Robert A. Heinlein,"The Past Through Tomorrow (Future History, #1-21)",4.15,13920,Science Fiction,Fiction,Short Stories
7264,86525,Robert A. Caro,"Master of the Senate (The Years of Lyndon Johnson, #3)",4.41,11411,Biography,History,Politics
7265,15722284,Dean Koontz,"Saint Odd (Odd Thomas, #7)",4.12,11714,Horror,Fiction,Fantasy
7266,6671,Roald Dahl,The Wonderful Story of Henry Sugar and Six More,4.15,13419,Short Stories,Fiction,Childrens
7267,140091,Charlaine Harris,"Real Murders (Aurora Teagarden, #1)",3.66,18154,Mystery,Fiction,Mystery
7268,7926242,Patricia Cornwell,"Port Mortuary (Kay Scarpetta, #18)",3.55,14765,Mystery,Fiction,Mystery
7269,672948,Erich Maria Remarque,Arch of Triumph: A Novel of a Man Without a Country,4.4,11391,Classics,Fiction,Historical
7270,154795,Dan Jurgens,The Death of Superman,3.89,12630,Sequential Art,Comics,Sequential Art
7271,144800,Steven Hall,The Raw Shark Texts,3.87,11010,Fiction,Fantasy,Science Fiction
7272,27904311,Rick Riordan,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",4.37,22736,Fantasy,Fantasy,Mythology
7273,15771862,Sonali Deraniyagala,Wave,3.7,12008,Young Adult,Science Fiction,Science Fiction
7274,1307,Margaret Weis,"Fire Sea (The Death Gate Cycle, #3)",4.05,14707,Fantasy,Fiction,Fantasy
7275,13547504,Andrew Solomon,"Far from the Tree: Parents, Children, and the Search for Identity",4.26,11879,Nonfiction,Psychology,Parenting
7276,958277,Barbara Park,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)",3.9,16918,Childrens,Fiction,Childrens
7277,23887,Gabriel García Márquez,The Autumn of the Patriarch,3.84,10576,Fiction,Magical Realism,Classics
7278,3276637,Conn Iggulden,"Bones of the Hills (Conqueror, #3)",4.32,11461,Historical,Historical Fiction,Fiction
7279,13330771,Oliver Sacks,Hallucinations,3.85,11443,Nonfiction,Science,Psychology
7280,12444297,Karen Marie Moning,"Burned (Fever, #7)",4.12,17562,Young Adult,Paranormal,Vampires
7281,3301759,Edgar Allan Poe,The Murders in the Rue Morgue,3.92,15114,Classics,Mystery,Fiction
7282,104086,Guy Gavriel Kay,The Summer Tree (The Fionavar Tapestry #1),3.99,16187,Fantasy,Fiction,Fantasy
7283,7909,Maud Hart Lovelace,"Betsy-Tacy (Betsy-Tacy, #1)",4.07,18024,Childrens,Classics,Fiction
7284,2020935,Sara Zarr,Sweethearts,3.64,16515,Fiction,Cultural,Japan
7285,1474628,Lauren Groff,The Monsters of Templeton,3.58,13849,Fiction,Mystery,Fantasy
7286,18107951,Charlaine Harris,"Midnight Crossroad (Midnight, Texas, #1)",3.63,15029,Fantasy,Mystery,Fantasy
7287,269746,Diane Mott Davidson,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)",3.85,15777,Mystery,Mystery,Cozy Mystery
7288,12614410,Julie Kagawa,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",4.05,21049,Fantasy,Young Adult,Romance
7289,2095583,Kathy Reichs,"Devil Bones (Temperance Brennan, #11)",3.89,18180,Mystery,Fiction,Mystery
7290,116114,James  Jones,From Here to Eternity,4.09,13106,Nonfiction,Death,Science
7291,389763,Wayne W. Dyer,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,4.24,11997,Self Help,Spirituality,Nonfiction
7292,81176,Michael Moore,"Dude, Where's My Country?",3.4,12468,Nonfiction,Politics,Humor
7293,364089,Mario Puzo,The Last Don,3.8,11327,Fiction,Mystery,Crime
7294,11995136,يوسف زيدان,محال,3.31,10074,Novels,Literature,Fiction
7295,19452,Meg Cabot,"Ready or Not (All-American Girl, #2)",3.4,21089,Young Adult,Romance,Womens Fiction
7296,128755,Kathy Reichs,"Cross Bones (Temperance Brennan, #8)",3.86,17850,Fantasy,Urban Fantasy,Fantasy
7297,163363,Gerda Weissmann Klein,All But My Life: A Memoir,4.28,13710,Nonfiction,World War II,Holocaust
7298,577542,Rudyard Kipling,Rikki-Tikki-Tavi,3.96,13851,Classics,Childrens,Fiction
7299,2249196,Grant Morrison,"All-Star Superman, Vol. 2",4.33,12420,Sequential Art,Comics,Sequential Art
7300,17345242,George R.R. Martin,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,4.25,12119,Fiction,Fantasy,Epic Fantasy
7301,110386,Julia Quinn,"To Sir Phillip, With Love (Bridgertons, #5)",3.89,21928,Romance,Romance,Historical Romance
7302,454236,Nando Parrado,Miracle in the Andes,4.21,11057,Nonfiction,Adventure,Survival
7303,17336849,Nicole  Williams,"Lost & Found (Lost & Found, #1)",4.13,21272,Nonfiction,Autobiography,Memoir
7304,298730,Margaret Peterson Haddix,"Among the Barons (Shadow Children, #4)",4.08,17495,Young Adult,Science Fiction,Dystopia
7305,20912424,Kimberly Brubaker Bradley,The War that Saved My Life (The War That Saved My Life #1),4.43,18782,Historical,Historical Fiction,Childrens
7306,125662,R.L. Stine,"Say Cheese and Die! (Goosebumps, #4)",3.72,15540,Horror,Childrens,Fiction
7307,328907,Bernard Cornwell,"Sharpe's Tiger (Sharpe, #1)",4.08,12793,Historical,Historical Fiction,Fiction
7308,207684,Meg Cabot,Jinx,3.72,21745,Young Adult,Fantasy,Romance
7309,53064,Thomas Mann,Death in Venice and Other Tales,3.87,11873,Fiction,Classics,Short Stories
7310,21874813,Alan Bradley,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",3.94,14337,Mystery,Fiction,Historical
7311,13258,Zoë Heller,What Was She Thinking? [Notes on a Scandal],3.69,11774,Fiction,Contemporary,Literary Fiction
7312,25293695,J.R. Ward,"The Beast (Black Dagger Brotherhood, #14)",4.45,13243,History,Nonfiction,War
7313,65399,Dorothea Benton Frank,"Sullivan's Island (Lowcountry Tales, #1)",4.02,13081,Fiction,Womens Fiction,Chick Lit
7314,229149,CLAMP,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",4.34,12151,Sequential Art,Manga,Fantasy
7315,10897866,G.P. Ching,"The Soulkeepers (The Soulkeepers, #1)",3.71,7328,Fantasy,Young Adult,Fantasy
7316,33820,Nelson DeMille,Up Country,3.99,12902,Fiction,Thriller,Mystery
7317,1048645,Michael Morpurgo,Private Peaceful,4.16,13123,Historical,Historical Fiction,Fiction
7318,383514,Rhys Bowen,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",3.76,17498,Mystery,Historical,Historical Fiction
7319,12288282,Ilona Andrews,"Gunmetal Magic (Kate Daniels, #5.5)",4.28,21396,Fantasy,Urban Fantasy,Fantasy
7320,22381326,Joe Abercrombie,"Half a War (Shattered Sea, #3)",4.01,10629,Fantasy,Young Adult,Fiction
7321,10813469,Kristen Ashley,"Rock Chick Renegade (Rock Chick, #4)",4.46,26554,Romance,Romance,Contemporary Romance
7322,15729261,Jennifer Probst,"The Marriage Mistake (Marriage to a Billionaire, #3)",3.96,21512,Romance,Romance,Contemporary Romance
7323,886512,Bruce Degen,Jamberry,4.17,15478,Childrens,Picture Books,Childrens
7324,8269450,Kelley Armstrong,"Darkest Powers Trilogy (Darkest Powers, #1-3)",4.47,14473,Young Adult,Fantasy,Fantasy
7325,261604,Elizabeth Haydon,"Rhapsody: Child of Blood (Symphony of Ages, #1)",3.95,16329,Fantasy,Fiction,Fantasy
7326,91201,Erich Segal,Doctors,4,11331,Nonfiction,Autobiography,Memoir
7327,142395,Amin Maalouf,Samarkand,4.2,7600,Fantasy,Young Adult,Fiction
7328,7685763,J.D. Robb,"Indulgence in Death (In Death, #31)",4.32,16464,Mystery,Romance,Mystery
7329,15852479,NoViolet Bulawayo,We Need New Names,3.71,11262,Fiction,Cultural,Africa
7330,894072,Marian Potter,The Little Red Caboose (Little Golden Book),4.21,15978,Childrens,Childrens,Picture Books
7331,5093760,Jen Lancaster,Pretty in Plaid,3.88,14860,Autobiography,Memoir,Nonfiction
7332,180930,Scott Cunningham,Wicca: A Guide for the Solitary Practitioner,4.01,12264,Religion,Wicca,Nonfiction
7333,179142,Arthur Miller,All My Sons,3.87,15337,Plays,Classics,Drama
7334,7863274,Cath Crowley,Graffiti Moon,3.9,14176,Young Adult,Contemporary,Romance
7335,845403,John Steptoe,Mufaro's Beautiful Daughters: An African Tale,4.32,16479,Childrens,Picture Books,Childrens
7336,61904,Lois McMaster Bujold,"Paladin of Souls (World of the Five Gods, #2)",4.13,15855,Fantasy,Fiction,Hugo Awards
7337,13589182,Robert Greene,Mastery,4.27,12717,Nonfiction,Self Help,Psychology
7338,4986,Kurt Vonnegut Jr.,"God Bless You, Dr. Kevorkian",3.83,11543,Fiction,Short Stories,Humor
7339,3090282,Molly Wizenberg,A Homemade Life: Stories and Recipes from My Kitchen Table,3.94,13310,Food and Drink,Food,Nonfiction
7340,138069,David Wiesner,The Three Pigs,4.15,16295,Childrens,Picture Books,Childrens
7341,26123,Martin E.P. Seligman,Learned Optimism: How to Change Your Mind and Your Life,3.98,11310,Psychology,Nonfiction,Self Help
7342,7827221,Kimberly Derting,"Desires of the Dead (The Body Finder, #2)",4.07,20654,Young Adult,Fantasy,Paranormal
7343,563887,John Lawrence Peterson,The Littles,3.98,15650,Classics,Fiction,Fantasy
7344,155106,Peggy Parish,Amelia Bedelia and the Surprise Shower,4.27,14438,Childrens,Childrens,Picture Books
7345,12125,Cynthia Voigt,"Homecoming (Tillerman Cycle, #1)",3.92,17023,Nonfiction,Psychology,History
7346,112751,Karen Marie Moning,"Spell of the Highlander (Highlander, #7)",4.27,21143,Romance,Romance,Paranormal Romance
7347,28482,Margaret Weis,"The Hand of Chaos (The Death Gate Cycle, #5)",4.05,14911,Fantasy,Fiction,Fantasy
7348,382680,Harlan Coben,One False Move (Myron Bolitar #5),4.07,13599,Mystery,Fiction,Thriller
7349,62012,Roger Zelazny,The Guns of Avalon (The Chronicles of Amber #2),4.16,15131,Fantasy,Fiction,Science Fiction
7350,163465,Katherine Paterson,The Great Gilly Hopkins,3.83,15886,Fiction,Childrens,Childrens
7351,32807,Clive Cussler,"Trojan Odyssey (Dirk Pitt, #17)",3.92,13635,Fiction,Adventure,Thriller
7352,138872,James Alexander Thom,Follow the River,4.21,13697,Historical,Historical Fiction,Fiction
7353,91571,William Shakespeare,Measure for Measure,3.67,15474,Plays,Classics,Drama
7354,228221,Owen  West,The Mask,3.75,14336,Fantasy,Fantasy,Urban Fantasy
7355,13514612,Cristin Terrill,All Our Yesterdays,4.05,16338,Young Adult,Science Fiction,Science Fiction
7356,16218778,Kimberly Rae Miller,Coming Clean,3.88,10002,Autobiography,Memoir,Nonfiction
7357,5368,Kathleen Winsor,Forever Amber ,3.98,13286,Historical,Historical Fiction,Fiction
7358,8619814,John  Stephens,"The Emerald Atlas (The Books of Beginning, #1)",3.92,15057,Fantasy,Childrens,Middle Grade
7359,28390369,Zadie Smith,Swing Time,3.6,17311,Fiction,Contemporary,Literary Fiction
7360,42435,Doug Stanton,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,4.25,12406,History,Nonfiction,War
7361,1819632,Yuna Kagesaki,"Chibi Vampire, Vol. 01",3.99,13110,Sequential Art,Manga,Paranormal
7362,18667779,Nina LaCour,Everything Leads to You,3.89,17583,Young Adult,LGBT,Contemporary
7363,363851,Wendy Mass,Jeremy Fink and the Meaning of Life,4.02,15567,Young Adult,Realistic Fiction,Childrens
7364,216048,Patricia Polacco,"Thank You, Mr. Falker",4.52,13049,Childrens,Picture Books,Childrens
7365,20821159,William Gibson,The Peripheral,3.94,8839,Science Fiction,Fiction,Science Fiction
7366,6464937,Alice Munro,Too Much Happiness,3.82,12106,Short Stories,Fiction,Cultural
7367,13614836,J. Lynn,"Tempting the Best Man (Gamble Brothers, #1)",3.73,25398,Romance,Contemporary,Romance
7368,17158513,C.S. Pacat,"Captive Prince: Volume Two (Captive Prince, #2)",4.51,15899,Fantasy,Romance,LGBT
7369,10970532,Tiffany Reisz,"The Siren (The Original Sinners, #1)",4.05,19094,Erotica,BDSM,Romance
7370,267243,William  Kennedy,Ironweed,3.86,12194,Fiction,Historical,Historical Fiction
7371,6621101,Jonathan Kellerman,"Deception (Alex Delaware, #25)",3.96,13026,Fiction,Thriller,Mystery
7372,40580,Michael Moore,Stupid White Men,3.3,10835,Nonfiction,Politics,Humor
7373,23766634,Sarah J. Maas,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",4.54,55037,Fantasy,Romance,Young Adult
7374,4893390,Derek Landy,"The Faceless Ones (Skulduggery Pleasant, #3)",4.4,14971,Fantasy,Young Adult,Fantasy
7375,63689,Paul Theroux,The Great Railway Bazaar,3.91,12110,Travel,Nonfiction,Cultural
7376,13117308,Brad Thor,"Black List (Scot Harvath, #11)",4.2,11176,Thriller,Fiction,Action
7377,22417,Warren Ellis,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)",4.35,13527,Sequential Art,Comics,Sequential Art
7378,101869,Charles Stross,"The Atrocity Archives (Laundry Files, #1)",3.95,12600,Science Fiction,Fantasy,Horror
7379,10867,Steve Martin,The Pleasure of My Company,3.78,12378,Fiction,Humor,Humor
7380,138683,C.J. Sansom,"Dark Fire (Matthew Shardlake, #2)",4.24,11927,Fantasy,Young Adult,LGBT
7381,17831619,Christina Lauren,"Beautiful Beginning (Beautiful Bastard, #3.5)",4.24,22100,Romance,Romance,Contemporary Romance
7382,11381910,Liz Moore,Heft,3.96,12722,Fiction,Audiobook,Contemporary
7383,7998,Brian Jacques,"Outcast of Redwall (Redwall, #8)",3.9,15874,Fantasy,Fiction,Young Adult
7384,543873,Lloyd Jones,Mister Pip,3.66,11657,Fiction,Historical,Historical Fiction
7385,1191,Giada De Laurentiis,Giada's Family Dinners,3.99,12061,Food and Drink,Cookbooks,Food and Drink
7386,185012,John Patrick Shanley,Doubt,4.13,14050,Self Help,Nonfiction,Self Help
7387,675614,Cate Tiernan,"Book of Shadows (Sweep, #1)",4.04,18691,Young Adult,Fantasy,Paranormal
7388,2141830,Beth Harbison,"Secrets of a Shoe Addict (Shoe Addict, #2)",3.73,12762,Womens Fiction,Chick Lit,Fiction
7389,22609080,Anna Todd,"After We Fell (After, #3)",3.88,12776,Romance,New Adult,Contemporary
7390,6589074,Laurie Fabiano,Elizabeth Street,3.9,7821,Historical,Historical Fiction,Fiction
7391,13415554,Sarah J. Maas,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",4.23,20559,Fantasy,Young Adult,Short Stories
7392,24965,Søren Kierkegaard,Fear and Trembling,4.01,10983,Philosophy,Nonfiction,Religion
7393,30334,Amelia Atwater-Rhodes,"Hawksong (The Kiesha'ra, #1)",4.15,18231,Fantasy,Young Adult,Romance
7394,45260,Peter F. Hamilton,"The Naked God (Night's Dawn, #3)",4.2,12418,Science Fiction,Space,Space Opera
7395,14481,Peggy Parish,"Come Back, Amelia Bedelia",4.25,14154,Childrens,Childrens,Picture Books
7396,790171,Thor Heyerdahl,Kon-Tiki: Across The Pacific In A Raft,4.1,13541,Nonfiction,Travel,Adventure
7397,15815364,Mohsin Hamid,How to Get Filthy Rich in Rising Asia,3.76,11023,Fiction,Cultural,Asia
7398,15852,Albert Einstein,Relativity: The Special and the General Theory,4.17,11069,Science,Science,Physics
7399,33770,Anna Maxted,Getting Over It,3.53,13240,Womens Fiction,Chick Lit,Fiction
7400,10866233,Siobhan Vivian,The List,3.46,16569,Mystery,Thriller,Fiction
7401,19534,David James Duncan,The Brothers K,4.39,11010,Fiction,Sports,Baseball
7402,9484114,Shawn Achor,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,4.15,11131,Nonfiction,Psychology,Self Help
7403,13167796,W. Bruce Cameron,"A Dog's Journey (A Dog's Purpose, #2)",4.41,12513,Fiction,Animals,Animals
7404,11389341,Timothy J. Keller,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,4.43,11196,Marriage,Christian,Nonfiction
7405,6672183,Grant Morrison,Batman & Robin: Batman Reborn,4.08,13542,Sequential Art,Comics,Sequential Art
7406,1157452,Matsuri Hino,"MeruPuri, Vol. 1 (MeruPuri, #1)",4.14,14343,Sequential Art,Manga,Fantasy
7407,11031,Arturo Pérez-Reverte,The Flanders Panel,3.8,11868,Mystery,Fiction,Historical
7408,576570,Janet Stevens,The Princess and the Pea,4.1,14851,Childrens,Childrens,Picture Books
7409,4662,F. Scott Fitzgerald,The Short Stories,4.23,11525,Short Stories,Fiction,Classics
7410,397466,V.C. Andrews,"Dark Angel (Casteel, #2)",3.96,14720,Fiction,Young Adult,Horror
7411,77787,Timothy Zahn,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",3.98,13705,Media Tie In,Star Wars,Science Fiction
7412,25507925,Tyler Oakley,Binge,4.3,13541,Nonfiction,Autobiography,Memoir
7413,22471294,Alessandra Torre,Black Lies,4.32,18741,Romance,Adult Fiction,Erotica
7414,351648,Laura Lippman,What the Dead Know,3.54,14404,Mystery,Fiction,Thriller
7415,17798233,Jay Crownover,"Rome (Marked Men, #3)",4.22,26881,Classics,Plays,Fiction
7416,76527,Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman",3.74,13641,Classics,Fiction,Literature
7417,765148,Giles Andreae,Giraffes Can't Dance,4.28,14144,Childrens,Picture Books,Childrens
7418,98048,Susan Vreeland,The Passion of Artemisia,3.86,13791,Historical,Historical Fiction,Fiction
7419,270435,Louise L. Hay,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,4.34,11502,Health,Self Help,Nonfiction
7420,284698,Mia Ikumi,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)",3.95,12970,Sequential Art,Manga,Fantasy
7421,11595276,Emily M. Danforth,The Miseducation of Cameron Post,3.99,16235,LGBT,Young Adult,Fiction
7422,1967070,Neil Gaiman,Coraline (Illustrated/Graphic Novel Edition),3.96,14909,Fantasy,Horror,Fiction
7423,2173611,Diana Wynne Jones,"House of Many Ways (Howl's Moving Castle, #3)",4.03,17697,Fantasy,Young Adult,Fiction
7424,23602561,Don Winslow,The Cartel,4.28,9270,Fiction,Mystery,Crime
7425,25937671,Sue Klebold,A Mother's Reckoning: Living in the Aftermath of Tragedy,4.13,12795,Nonfiction,Autobiography,Memoir
7426,13062,Carl Hiaasen,"Skin Tight (Mick Stranahan, #1)",3.96,13039,Fiction,Mystery,Humor
7427,3750,Ian Fleming,"Moonraker (James Bond, #3)",3.7,12016,Romance,Historical,Historical Fiction
7428,364550,John Locke,Two Treatises of Government,3.81,13056,Philosophy,Politics,Nonfiction
7429,16900,Henry David Thoreau,Civil Disobedience and Other Essays,4.06,12557,Philosophy,Classics,Nonfiction
7430,17533,Louisa May Alcott,"Rose in Bloom (Eight Cousins, #2)",4.03,16842,Romance,Fiction,Womens Fiction
7431,18718848,David  Arnold,Mosquitoland,3.92,14312,Young Adult,Contemporary,Fiction
7432,25228579,Barbara Claypole White,The Perfect Son,3.97,10090,Thriller,Fiction,Mystery
7433,82436,Melina Marchetta,Looking for Alibrandi,3.85,14685,Young Adult,Contemporary,Fiction
7434,17257993,Kristen Ashley,"Raid (Unfinished Hero, #3)",4.23,24604,Romance,Romance,Contemporary Romance
7435,15813668,Darynda Jones,"Fifth Grave Past the Light (Charley Davidson, #5)",4.49,21286,Fantasy,Paranormal,Fantasy
7436,416580,Wilbur Smith,"The Seventh Scroll (Ancient Egypt, #2)",4.1,11501,Historical,Historical Fiction,Fiction
7437,12813860,Kody Keplinger,A Midsummer's Nightmare,3.83,17247,Young Adult,Contemporary,Romance
7438,17571466,Nick Cutter,The Troop,3.71,11620,Horror,Fiction,Thriller
7439,820480,C.J. Sansom,"Revelation (Matthew Shardlake, #4)",4.32,11868,History,Nonfiction,North American Hi...
